,Reviews,Rating
96942,Enjoy,1.0
96944,Delicious fresh noddles cooked in wok,1.0
96946,Cest Magnifique Wow wow wow amazing value for little money,1.0
96949,Bad customer service Perfect,1.0
96950,Authentic Greek cuisine Great restaurant,1.0
96951,,1.0
96952,Dont bother THE bbq address of Paris,1.0
96954,,1.0
96955,,1.0
96956,Nice vibe,1.0
96957,,1.0
96958,,1.0
96959,,1.0
96961,Superlative Authentic French Cuisine in Mo Good eatery in Montmartre,1.0
96962,Lebanese Cuisine - simple but delicious Lovely early dinner on a rainy day,1.0
96963,,1.0
96964,It was OK Simple food well made,1.0
96966,The best restaurant for European Chinese f,1.0
96969,A pizzeria for locals- very good if you ar,1.0
96970,Hidden gem of Paris Nice Place,1.0
96972,Beautiful experience with friends,1.0
96973,Friendly young ladies; Nice and tasty,1.0
96974,,1.0
96976,,1.0
96977,Pit Stop baguette sandwiches,1.0
96978,,1.0
96979,Beautiful 👌🏼👌🏼👌🏼 Ille aux cerfs Mauritius,1.0
96980,Love my sushi V Good vfm,1.0
96983,Small good Chinese Restaurant Cute asian restaurant with average food,1.0
96984,Frankenstein at Bagelstein Great discovery,1.0
96985,,1.0
96986,,1.0
96987,Cozy & cute,1.0
96988,A breath of fresh pizza amazing,1.0
96989,This is not bo bun,1.0
96990,,1.0
96991,Lovely restaurant Cramped seats good food,1.0
96992,Excellent Salmon Sashimi Overcooked heavy rice,1.0
96993,Coffee Great food,1.0
96994,everything is delicious Excellent fast food,1.0
96995,Deserves a Michelin star NOT GREEK FOOD dont be fooled,1.0
96996,Guided tour around Paris top bars Fab,1.0
96997,,1.0
96998,Very good ramen for a cheap price great japanese food and good service,1.0
97000,Melts-in-your-mouth sashimi at very reason,1.0
97002,,1.0
97003,,1.0
97004,Nice little restaurant,1.0
97005,Good small place Good place for an afternoon drink,1.0
97006,Best pizza outside of Napoli Excellent pizza,1.0
97008,Very good Lebanese sandwiches Nearby and filling,1.0
97009,Must Visit for Happy Hour Drinks,1.0
97010,,1.0
97011,Not exactly Royal,1.0
97012,A Parisian Hotdog??,1.0
97013,,1.0
97015,Awesome,1.0
97016,Wicked bar in paris German dive bar in Paris,1.0
97017,,1.0
97018,,1.0
97019,Great Food and a Friendly Staff,1.0
97021,Good food on the go Who needs crepes when you can have saj?,1.0
97022,try the marinated herrings Best Salmon,1.0
97024,Good quality of fresh fish and tamago sush Our local sushi restaurant,1.0
97025,Traditional bakery with up to date product Divine pastries in Upper Marais,1.0
97028,Lovely Vietnamese food,1.0
97029,Excellent Sashi and Sushi Very good sushi at reasonable price,1.0
97030,Eat Like A Local Dine Like A King,1.0
97034,Not a good experience Yummy vegan breakfast,1.0
97036,A lovely Basque touch in Paris,1.0
97037,,1.0
97038,Nice chicken and rice Tasty and super spicy,1.0
97040,Klein stukje Italië in Parijs Excellent food great service,1.0
97041,Great pints at reasonable price Great Pints Right Next To My Hotel,1.0
97042,This Brasserie is well worth visiting up h Great bar and food,1.0
97043,Great for kids Memorable Burger ,1.0
97044,Awesome hotpot restaurant A great introduction to Hot Pot,1.0
97045,Local friendly chilled,1.0
97046,Good attractive bakery Miss terribly,1.0
97047,,1.0
97049,Authentic Meat and Cheese Platter A fantastic host food and wine,1.0
97050,Hidden gem,1.0
97051,Nice location good wines by the glass Under new management,1.0
97053,Good Indian Restaurants are rare in Paris Discreet Indian restaurant,1.0
97054,Good coffee Wonderful coffee shop,1.0
97055,,1.0
97056,Great little find and super fresh sushi,1.0
97057,,1.0
97058,Good value First experience of Snails,1.0
97059,Best Italian Pizza in Paris Dinner,1.0
97061,,1.0
97062,Great place Friendly hole-in-the-wall for a tasty lunc,1.0
97063,Great Morrocan food on Fridays,1.0
97064,,1.0
97065,French Bistro Really outstanding cuisinedown to ear,1.0
97066,Great value in an expensive city Funky and good value,1.0
97067,,1.0
97068,Golden bar for a birthday,1.0
97069,Rive Droite Japanese Very rude staff,1.0
97070,Great Good bread,1.0
97071,Nice place for lunch Very tasty vegetarian food,1.0
97072,Nice place to have a drink shame about th,1.0
97074,,1.0
97075,Cozy alleyway cafe Nice place and very friendly staff,1.0
97076,Quick stop,1.0
97077,Chinese restaurant serving Japanese food i Secluded little restaurant off the main Ar,1.0
97078,Quick service and yummy food Fast service/ very good quality fish,1.0
97079,Wonderful diner in Paris $7 for a cup of coffee,1.0
97080,Magrêt au point What Do You Expect?,1.0
97081,,1.0
97084,Eclair are delicious,1.0
97085,,1.0
97088,Good Indian food with Great Service Indian meal,1.0
97089,,1.0
97090,Good for Lunch Great location decent good pricey,1.0
97091,Excellent place in the area BEST HAMBURGER IN THE AREA,1.0
97092,Excellent good,1.0
97093,Good Chinese food Nice and informal place for great Chinese,1.0
97094,,1.0
97095,Perfect Great service and amazing food,1.0
97097,,1.0
97099,Secret Gem Very friendly service,1.0
97100,Great discovery,1.0
97101,Top Quality Goods,1.0
97103,Very nice place: deserves attention ,1.0
97104,,1.0
97106,Great little testaurant 📝note this: go for Salade Nem Thadua,1.0
97107,***AMAZING*** Unreal A hole in the wall worth a million bucks,1.0
97108,,1.0
97109,,1.0
97110,,1.0
97113,Christmas Eve 2014,1.0
97115,Excellent Experience - Outstanding Food an Best meal in paris,1.0
97116,Nice,1.0
97117,,1.0
97118,Good reasonably priced sushi place Loved it,1.0
97119,A glass of wine Perfect little place for tasting wines,1.0
97120,Delicious dinner and a warm welcome A real find,1.0
97121,Mother Daughter Adventure Great burgers,1.0
97123,,1.0
97124,,1.0
97125,Lovely hotel Ok,1.0
97126,Miyako rue dAvron is yummy Excellent service and food,1.0
97127,Great place good prices Japanese Gem,1.0
97128,One Mans Meat is anothers Poison we were Horrible Food but Very Nice Owner,1.0
97129,very good food Foie Gras heaven,1.0
97130,Perfect coffe and lunch spot Great quality coffee Ledru- Rollin area,1.0
97131,La Divinia Tasty & Reasonably Priced,1.0
97133,Yummy food Very Inexpensive and Great Food,1.0
97134,,1.0
97136,I just could not fault my meal this evenin A Grim Overpriced meal,1.0
97137,,1.0
97140,Lovely courtyard restaurant Delicious food in an extraordinary setting,1.0
97143,,1.0
97146,,1.0
97147,Excellent French gastropub Great place for a drink and people watchin,1.0
97149,Great place Cold food poor service,1.0
97151,Lovely French bistro Great Classic French Workday Bistro,1.0
97153,,1.0
97154,,1.0
97155,move over macarons Best cream puffs,1.0
97156,Wow,1.0
97157,Very cool place Costa,1.0
97158,Service good,1.0
97159,Kosher Restaurant at Paris good value light meals,1.0
97160,Delicious Sandwiches An answer to prayer,1.0
97161,Fine coq au vin warm welcome from Nadine Decent meal in a small restaurant,1.0
97163,Friendly attendants and good food,1.0
97165,Fresh Innovative Delicious Food,1.0
97166,,1.0
97167,,1.0
97168,Authentic French restaurant Wonderful first dinner in Paris,1.0
97169,,1.0
97171,TO AVOID  Love to make a visit for brunch,1.0
97174,Fresh Good handmade Xiaolongbao (steamed dumplin,1.0
97175,frantic service but great food Worse Lebanese Ive ever had,1.0
97177,Old navy saved our lives Quick beer,1.0
97178,Good food & friendly staff Very good Turkish kebab shop - it was a de,1.0
97179,Spectacular lunch venue Nice food welcoming staff,1.0
97181,A Nice Local Cafe (Bar) with Real Food,1.0
97182,Great taste and value for money Passer by,1.0
97183,,1.0
97184,Lovely food friendly staff great value Perfect place,1.0
97185,Family Dinner Style Local restaurant with a nice atmosphere,1.0
97186,,1.0
97187,,1.0
97188,quick break healthy food nice staff Perfect Place for Breakfast,1.0
97191,A lovely lunch experience at Bistrot Gaulo Good food in a causal and pleasant setting,1.0
97192,Good dinner,1.0
97193,Faultless Tasty japanese meal,1.0
97194,Very good restaurant Nice pizzeria,1.0
97197,,1.0
97198,Early breakfast Brunch,1.0
97199,Very dirty kitchen and environment Cheri Pondichery,1.0
97200,Highly recomended Not look like but answome food,1.0
97201,Poor cleanliness below average food Good Indian food (out of all Paris Indian,1.0
97203,,1.0
97204,Delicious breakfast On Recommendation,1.0
97206,An A+ Cocktail Bar Tiny surprise bar - excellent,1.0
97207,Bravo You must eat here,1.0
97208,Quenelles Wow we loved it,1.0
97209,Small but nice quaint little Paris restaurant,1.0
97210,Hidden Gem Wow What a French restaurant,1.0
97211,good restaurant in paris,1.0
97212,Because its open friday evening take away,1.0
97213,One mans journey to Paris (Yes again) Just average,1.0
97215,Superb Dedicated to terroir,1.0
97216,Excellent value Great noodles Like going back in time,1.0
97217,Our breakfast/brunch option Lunch,1.0
97218,,1.0
97219,Delicious THE BEST ICE-CREAM IN PARIS ,1.0
97221,Ultra fresh fish,1.0
97222,Mixed Experience,1.0
97223,We enjoyed our dinner Not good,1.0
97224,Excellent bubble tea French-quality boba,1.0
97225,Sam Sushi more then just Sushi Delicious sushi,1.0
97226,,1.0
97227,Avoid Decent Japanese great for takeout,1.0
97228,,1.0
97230,Fresh tasteful sushi,1.0
97231,Great food average service Popular busy lunchtime venue,1.0
97235,Usual micro-wave hit and run place conven,1.0
97236,Vive la France & Go for the Gambas Tuna and foie gras,1.0
97238,A journey in the plate,1.0
97240,Nice food Look out on your receipt,1.0
97241,,1.0
97242,Great restaurant,1.0
97244,Average salad decent service & ambiance,1.0
97245,Excellent little find,1.0
97246,Cute French cafe,1.0
97247,Stumbled upon a perfect Paris dinner,1.0
97250,Friendly and French,1.0
97251,Very good food,1.0
97252,Go for lunch guaranteed to delight Chaleureuse Acceuil et les plats Superbes,1.0
97254,My go to for great delivery When you want a taste of Asia in Europe,1.0
97257,African speciality,1.0
97258,Great Perfect for a quick glass Of wine or some,1.0
97259,,1.0
97260,Japanese joy My Favourite Japanese Restaurant,1.0
97261,No-frills bar with nice food,1.0
97263,Great juice shop Nice spot for a quick lunch,1.0
97264,Locals and linen Excellent French cuisine in a recently ref,1.0
97265,An amazing find for weary travellers Quality & Price is good,1.0
97267,Great Breakfast Expectations disattendes,1.0
97268,Great A high quality reasonably priced restaura,1.0
97269,Interesting welcoming high quality good The food was amazing,1.0
97271,We went in for the beef and very pleased Fantastic food and service,1.0
97272,Flaneur 2,1.0
97273,Finally something decent to eat in Paris chinese food for western taste,1.0
97274,Good Lebanese restaurant,1.0
97275,Outstanding Tea in a gloom ambiance,1.0
97276,Chic little cafe,1.0
97277,Excellent food and service Good sushi here,1.0
97278,An authentic Turkish meal,1.0
97280,Ca Fait du Bien,1.0
97282,For meat lovers Surprising in stages ,1.0
97285,Try a French Restaurant School,1.0
97288,Mouthwatering food served impeccably Everyone says the buffet is expensive,1.0
97289,A haven of quitetude Good place for lunch,1.0
97290,,1.0
97291,Excellent French Food & Friendly Service Great find in Chic Paris,1.0
97292,Nice hole in the wall with pretty good foo Friendly and Tasty,1.0
97293,Yummy pizza Light dinner fare,1.0
97294,A good shoice Excellent place for dinner,1.0
97295,Excellent coucous meal Nice tasty couscous rapid service,1.0
97297,Take away dinner and delivery Thin sushi and somewhat rough service,1.0
97298,Craving for cheap authentic roubao and dou,1.0
97300,,1.0
97301,,1.0
97303,Excellent Alternative To Sandwiches,1.0
97304,,1.0
97305,,1.0
97306,good for a coffee Nice coffee but nowhere to sit,1.0
97308,Great escape,1.0
97309,,1.0
97310,Cheap and cheerful Great value breakfast,1.0
97312,Lovely lunch A Favorite Place,1.0
97313,Good food Average quality - would have expected bett,1.0
97314,Great Staff and Value Lovely little find,1.0
97317,Nice guests nice staff Nice hotel bar,1.0
97318,Good food but VERY expensive My lunch place,1.0
97319,,1.0
97320,,1.0
97321,PERFECT COFEE One word AMAZING,1.0
97323,Trying out exotic  Real ouighour food,1.0
97324,Go pho a good meal,1.0
97327,,1.0
97329,,1.0
97330,,1.0
97331,Drinks Visit Great spot for Happy Hour,1.0
97332,,1.0
97333,,1.0
97335,Cold quality food,1.0
97336,Good vegetarian Fresh food well presented for 15 dolla,1.0
97337,,1.0
97339,Wont be going back Must do in Bercy,1.0
97340,Fun place great for sports fan Way too many smokers,1.0
97341,,1.0
97342,,1.0
97343,Family run business great fresh sushi re Worthy value and quality sushi big portio,1.0
97344,Good indian food Good place to visit,1.0
97345,The chef can cook  quiet nice little place with delicious dis,1.0
97346,Fabulous Bakery Amazing,1.0
97347,Decidedly mediocre pizza Wonderful Italian restaurant,1.0
97348,perfect Chocolate Vinnoise,1.0
97351,,1.0
97352,cheap and good food Lovely local place,1.0
97353,Food was amazing service was,1.0
97354,Very cute Feels Like Holiday,1.0
97355,Working our way through breakfast Great hidden little and very non-touristy,1.0
97356,,1.0
97357,Great Meal,1.0
97358,,1.0
97359,Very original brazilian street food,1.0
97361,,1.0
97362,Great one cheap and good food,1.0
97363,Great food Nice place,1.0
97364,Exceptionally hot chillis 2nd visit,1.0
97366,,1.0
97367,Not very good,1.0
97369,Great food great value Local and friendly,1.0
97371,Expensive for too little,1.0
97372,Middle East in Paris,1.0
97373,If you like sushi - go there Great veggie,1.0
97375,Wonderful An outlandish experience,1.0
97378,Microwave Meals,1.0
97379,,1.0
97380,,1.0
97381,Great cozy bistrot,1.0
97382,One of our Best meals in Paris,1.0
97383,Very good club,1.0
97384,,1.0
97385,Simply excellent and great value,1.0
97386,Excellent Place,1.0
97387,,1.0
97388,,1.0
97389,,1.0
97390,,1.0
97391,best couscous in Paris ,1.0
97392,,1.0
97393,,1.0
97394,,1.0
97395,,1.0
97396,,1.0
97397,,1.0
97398,,1.0
97399,French Cuisine,1.0
97400,,1.0
97401,,1.0
97402,The smallrestaurant spectacular,1.0
97403,Under new management and they are excellen,1.0
97404,,1.0
97405,,1.0
97406,,1.0
97407,,1.0
97408,Highlight of our Paris trip,1.0
97409,,1.0
97410,,1.0
97411,,1.0
97412,,1.0
97413,,1.0
97414,Very good,1.0
97415,,1.0
97416,,1.0
97417,,1.0
97418,Terrific galletes French country charm in the heart of Paris,1.0
